Consiglio portieri — 2026-07-26 08:54Z

1) michael-collodi: 63 pt (31-94)
2) drake-callender: 61 pt (36-87)
3) brian-schwake: 59 pt (30-89)
4) matt-turner: 56 pt (26-86)
5) andrew-thomas-1998-09-01: 55 pt (24-85)
6) freese-matthew: 55 pt (30-79)
7) kristijan-kahlina: 44 pt (12-77)
8) daniel-de-sousa-brito: 43 pt (18-69)
9) yohei-takaoka: 41 pt (6-75)
10) christopher-brady: 40 pt (2-79)
11) zack-steffen: 40 pt (16-65)
12) brad-stuver: 39 pt (11-66)
13) patrick-schulte: 30 pt (8-52)
14) roman-celentano: 29 pt (-12-70)
15) rocco-rios-novo: 25 pt (-15-65)
16) hugo-lloris: 23 pt (-19-65)
17) nicholas-defreitas-hansen: 19 pt (-6-44)
18) novak-micovic: 14 pt (-9-37)
19) jonathan-sirois: 11 pt (-8-31)
20) luis-barraza: 10 pt (-16-35)
21) joe-willis: 7 pt (-17-32)
22) andrew-vincent-rick: 4 pt (-39-48)
23) cabral-jones-carter: 2 pt (2-2)
24) thomas-hasal: 2 pt (-36-40)
25) isaac-boehmer: 1 pt (1-1)
26) jeffrey-gal: 0 pt (0-0)

(10 esclusi/non disponibili questa giornata)
