Consiglio portieri — 2026-07-25 18:50Z

1) brian-schwake: 64 pt (34-94)
2) matt-turner: 56 pt (25-88)
3) hugo-lloris: 55 pt (12-98)
4) nicholas-defreitas-hansen: 55 pt (29-81)
5) andrew-thomas-1998-09-01: 49 pt (16-81)
6) daniel-de-sousa-brito: 42 pt (16-67)
7) kristijan-kahlina: 42 pt (12-72)
8) patrick-schulte: 39 pt (16-61)
9) roman-celentano: 34 pt (-8-77)
10) christopher-brady: 33 pt (-6-71)
11) freese-matthew: 32 pt (7-58)
12) brad-stuver: 26 pt (-1-54)
13) drake-callender: 26 pt (3-50)
14) yohei-takaoka: 25 pt (-8-58)

(1 esclusi/non disponibili questa giornata)
