Consiglio attaccanti — 2026-07-25 22:59Z

1) denis-bouanga: 73 pt (44-102)
2) heung-min-son: 73 pt (50-96)
3) antoine-griezmann: 63 pt (41-86)
4) sam-surridge: 63 pt (37-90)
5) thai-baribo: 59 pt (34-85)
6) dor-david-turgeman: 57 pt (31-83)
7) philip-zinckernagel: 56 pt (25-87)
8) ender-jesus-echenique-pena: 54 pt (29-79)
9) julian-hall-2008-03-24: 50 pt (23-77)
10) logan-farrington: 50 pt (24-76)
11) malachi-jones: 49 pt (19-80)
12) thomas-muller: 48 pt (20-76)
13) brian-white: 45 pt (13-78)
14) jonathan-bamba: 44 pt (19-68)
15) osaze-de-rosario: 43 pt (33-52)
16) maximilian-arfsten: 41 pt (15-67)
17) ousseni-bouda: 41 pt (16-66)
18) rafael-navarro-leal: 39 pt (16-63)
19) marcus-ingvartsen: 37 pt (13-61)
20) prince-osei-owusu: 36 pt (1-71)
21) georgi-minoungou: 32 pt (23-40)
22) jacob-shaffelburg: 32 pt (30-34)
23) jahkeele-marshall-rutty: 32 pt (6-57)
24) liel-abada: 8 pt (-14-30)

(1 esclusi/non disponibili questa giornata)
