Consiglio attaccanti — 2026-07-26 08:58Z

1) lionel-andres-messi-cuccittini: 78 pt (58-97)
2) rafael-navarro-leal: 62 pt (38-86)
3) dor-david-turgeman: 56 pt (30-83)
4) philip-zinckernagel: 53 pt (22-84)
5) julian-hall-2008-03-24: 51 pt (24-79)
6) cristian-omar-espinoza: 48 pt (22-75)
7) denis-bouanga: 44 pt (12-77)
8) maximilian-arfsten: 42 pt (15-68)
9) antoine-griezmann: 41 pt (19-62)
10) hannes-wolf: 41 pt (17-66)
11) heung-min-son: 40 pt (17-63)
12) luca-daniel-langoni: 38 pt (12-64)
13) brian-white: 37 pt (5-69)
14) ousseni-bouda: 37 pt (12-61)
15) prince-osei-owusu: 37 pt (4-71)
16) thomas-muller: 36 pt (8-63)
17) amahl-pellegrino: 35 pt (15-55)
18) bernard-kamungo: 34 pt (11-56)
19) logan-farrington: 34 pt (8-60)
20) jahkeele-marshall-rutty: 32 pt (6-57)
21) joao-klauss-de-mello: 32 pt (6-58)
22) sam-surridge: 32 pt (5-59)
23) thai-baribo: 32 pt (6-57)
24) marcus-ingvartsen: 30 pt (6-53)
25) david-enmanuel-martinez-morales: 29 pt (11-48)
26) darren-yapi: 26 pt (2-50)
27) ender-jesus-echenique-pena: 26 pt (1-50)
28) jonathan-bamba: 26 pt (2-50)
29) tadeo-allende: 26 pt (-8-60)
30) griffin-yow: 24 pt (13-34)
31) georgi-minoungou: 23 pt (15-32)
32) robert-lewandowski: 23 pt (-2-48)
33) adrian-alonso-martinez-batista: 14 pt (-9-37)
34) wessam-abou-ali: 14 pt (-9-37)
35) emilio-aristizabal-chavarriaga: 10 pt (-3-23)
36) liel-abada: 10 pt (-10-31)
37) malachi-jones: 7 pt (-18-32)
38) tyler-boyd: 6 pt (-13-25)
39) jacob-shaffelburg: 5 pt (2-7)
40) osaze-de-rosario: 5 pt (-5-16)
41) ariath-deng-piol: 4 pt (-16-23)
42) samuel-sarver: 4 pt (-14-23)
43) daniel-pinter-2007-06-06: 2 pt (2-2)

(11 esclusi/non disponibili questa giornata)
