Consiglio attaccanti — 2026-07-25 18:52Z

1) denis-bouanga: 70 pt (40-99)
2) heung-min-son: 68 pt (45-91)
3) thai-baribo: 61 pt (35-86)
4) antoine-griezmann: 57 pt (35-79)
5) dor-david-turgeman: 52 pt (26-78)
6) logan-farrington: 51 pt (25-77)
7) sam-surridge: 50 pt (23-76)
8) luca-daniel-langoni: 47 pt (21-73)
9) ousseni-bouda: 45 pt (20-70)
10) philip-zinckernagel: 45 pt (13-76)
11) brian-white: 44 pt (11-77)
12) thomas-muller: 44 pt (16-72)
13) julian-hall-2008-03-24: 40 pt (13-67)
14) rafael-navarro-leal: 39 pt (15-63)
15) marcus-ingvartsen: 36 pt (13-60)
16) georgi-minoungou: 35 pt (27-44)
17) prince-osei-owusu: 35 pt (1-70)
18) jacob-shaffelburg: 34 pt (31-36)
19) robert-lewandowski: 33 pt (8-58)
20) jahkeele-marshall-rutty: 31 pt (5-57)
21) maximilian-arfsten: 28 pt (2-54)

(5 esclusi/non disponibili questa giornata)
