Consiglio difensori — 2026-07-25 18:54Z

1) nouhou-tolo: 81 pt (55-108)
2) antino-lopez: 72 pt (48-95)
3) maxwell-woledzi: 67 pt (54-79)
4) mamadou-fofana: 61 pt (36-87)
5) andy-aryel-najar-rodriguez: 59 pt (31-87)
6) jeisson-andres-palacios-murillo: 59 pt (39-79)
7) ryan-hollingshead: 54 pt (39-70)
8) micael-dos-santos-silva: 52 pt (31-73)
9) ian-fray: 49 pt (29-70)
10) tomas-totland: 49 pt (24-74)
11) shaquell-moore: 44 pt (25-62)
12) william-sands: 44 pt (24-65)
13) nico-cavallo: 43 pt (23-63)
14) rob-holding: 43 pt (21-64)
15) tayvon-gray: 42 pt (21-63)
16) tristan-blackmon: 42 pt (24-59)
17) walker-zimmerman: 41 pt (14-68)
18) mathias-nicolas-laborda-malsenido: 38 pt (12-63)
19) reid-roberts: 38 pt (17-59)
20) daniel-munie: 37 pt (17-58)
21) jamar-ricketts: 37 pt (7-67)
22) christopher-mcvey: 35 pt (9-60)
23) harry-toffolo: 35 pt (14-55)
24) david-brekalo: 32 pt (2-62)
25) joel-waterman: 32 pt (11-53)
26) adrian-marin-gomez: 31 pt (11-51)
27) or-blorian: 31 pt (21-41)
28) michael-boxall: 30 pt (19-42)
29) anthony-markanich: 29 pt (10-49)
30) andrew-gutman: 27 pt (6-47)
31) brayan-andres-ceballos-jimenez: 26 pt (0-51)
32) jack-elliott: 23 pt (-7-53)
33) kyle-duncan: 20 pt (-5-45)

(6 esclusi/non disponibili questa giornata)
