Consiglio difensori — 2026-07-25 23:03Z

1) nouhou-tolo: 82 pt (56-109)
2) andy-aryel-najar-rodriguez: 76 pt (47-104)
3) antino-lopez: 75 pt (51-99)
4) maxwell-woledzi: 71 pt (58-83)
5) mamadou-fofana: 70 pt (44-95)
6) jack-maher: 55 pt (33-77)
7) micael-dos-santos-silva: 55 pt (33-76)
8) ian-fray: 52 pt (31-73)
9) william-sands: 51 pt (31-72)
10) tomas-totland: 48 pt (23-73)
11) ryan-hollingshead: 46 pt (30-62)
12) shaquell-moore: 46 pt (27-65)
13) nico-cavallo: 45 pt (25-65)
14) tristan-blackmon: 45 pt (27-63)
15) mathias-nicolas-laborda-malsenido: 44 pt (18-69)
16) tayvon-gray: 44 pt (23-66)
17) reid-roberts: 43 pt (22-64)
18) daniel-munie: 41 pt (20-62)
19) joel-waterman: 41 pt (20-62)
20) rob-holding: 41 pt (20-63)
21) walker-zimmerman: 40 pt (12-67)
22) david-brekalo: 37 pt (8-66)
23) christopher-mcvey: 36 pt (10-62)
24) jamar-ricketts: 36 pt (7-66)
25) jack-elliott: 35 pt (5-65)
26) anthony-markanich: 32 pt (12-51)
27) brayan-andres-ceballos-jimenez: 31 pt (6-56)
28) or-blorian: 31 pt (21-41)
29) michael-boxall: 26 pt (14-38)
30) kyle-duncan: 20 pt (-6-45)
31) harry-toffolo: 19 pt (-2-39)
32) tim-parker: 15 pt (0-30)

(5 esclusi/non disponibili questa giornata)
