Consiglio difensori — 2026-07-26 09:05Z

1) nouhou-tolo: 62 pt (35-88)
2) maxwell-woledzi: 61 pt (49-73)
3) mamadou-fofana: 60 pt (35-85)
4) tayvon-gray: 60 pt (39-80)
5) micael-dos-santos-silva: 56 pt (35-77)
6) olwethu-makhanya: 52 pt (30-74)
7) rob-holding: 50 pt (28-71)
8) anthony-markanich: 48 pt (30-67)
9) reid-roberts: 48 pt (23-73)
10) jeisson-andres-palacios-murillo: 45 pt (25-64)
11) shaquell-moore: 45 pt (27-63)
12) christopher-mcvey: 44 pt (20-69)
13) raul-gustavo-pereira-bicalho: 43 pt (29-58)
14) jackson-ragen: 42 pt (20-64)
15) emir-karic: 41 pt (21-60)
16) andy-aryel-najar-rodriguez: 40 pt (13-68)
17) daniel-munie: 40 pt (23-57)
18) alexander-roldan: 38 pt (21-56)
19) david-brekalo: 37 pt (8-66)
20) tristan-blackmon: 37 pt (20-53)
21) jakob-glesnes: 36 pt (7-64)
22) walker-zimmerman: 36 pt (9-62)
23) brayan-andres-ceballos-jimenez: 34 pt (9-59)
24) mathias-nicolas-laborda-malsenido: 34 pt (9-59)
25) malte-amundsen: 33 pt (13-54)
26) edier-ocampo-vidal: 32 pt (13-50)
27) ian-fray: 32 pt (12-52)
28) jack-elliott: 31 pt (3-60)
29) iago-teodoro-da-silva-nogueira: 30 pt (8-51)
30) eddie-livington-segura-martinez: 29 pt (10-48)
31) harry-toffolo: 29 pt (9-49)
32) nkosi-burgess: 28 pt (9-47)
33) kyle-duncan: 27 pt (-1-54)
34) andrew-gutman: 26 pt (6-46)
35) efrain-morales: 26 pt (8-44)
36) joel-waterman: 26 pt (5-46)
37) kobe-franklin: 26 pt (9-42)
38) marcelo-andres-herrera-mansilla: 25 pt (4-46)
39) ryan-hollingshead: 24 pt (9-39)
40) michael-boxall: 23 pt (10-35)
41) tomas-totland: 22 pt (-6-49)
42) gonzalo-lujan-melli: 21 pt (-5-46)
43) pedro-miguel-santos-amador: 21 pt (2-41)
44) jamar-ricketts: 20 pt (-9-48)
45) nick-hagglund: 20 pt (-3-42)
46) or-blorian: 20 pt (11-30)
47) raheem-edwards: 20 pt (-6-45)
48) sergi-palencia-hurtado: 17 pt (-5-40)
49) david-romney: 16 pt (-4-36)
50) jackson-travis: 16 pt (0-31)
51) oscar-anthony-verhoeven: 16 pt (-2-34)
52) samuel-junqua: 16 pt (1-32)
53) tanner-beason: 16 pt (-2-34)
54) antino-lopez: 15 pt (-9-38)
55) jansen-miller: 15 pt (-5-35)
56) tim-parker: 15 pt (0-30)
57) wyatt-meyer: 15 pt (-2-33)
58) lalas-abubakar: 13 pt (-8-34)
59) nico-cavallo: 13 pt (-6-32)
60) alexandros-katranis: 12 pt (-2-27)
61) kieran-sargeant: 12 pt (-1-26)
62) yeimar-pastor-gomez-andrade: 12 pt (-11-34)
63) jayden-reid-2001-08-29: 11 pt (-9-31)
64) teenage-lingani-hadebe: 11 pt (-13-35)
65) ian-pilcher: 10 pt (-11-31)
66) noah-cobb: 10 pt (7-14)
67) osvald-gabriel-soe: 10 pt (-13-32)
68) max-floriani: 8 pt (-3-19)
69) belal-halbouni: 7 pt (2-13)
70) william-conner-antley: 7 pt (-6-21)
71) keegan-rosenberry: 6 pt (-2-14)
72) bode-davis: 5 pt (-6-17)
73) mihail-gherasimencov: 5 pt (-8-18)
74) artem-smolyakov: 3 pt (-18-24)
75) ian-murphy: 3 pt (-10-15)
76) kyle-hiebert: 2 pt (-8-13)
77) kenny-nielsen: 1 pt (1-1)

(17 esclusi/non disponibili questa giornata)
