player_slug,player_name,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
dae-won-kim,Kim Dae-Won,k-league-1,in season,0.3614,Gangwon FC,Bucheon FC 1995 (casa),87.7,65.0,61.0,54.0,13.89,13.38,16/18,-3.81,2026-08-01T10:30:00Z,111.5,in_season
erick-samuel-correa-farias,Erick Farias,k-league-1,in season,0.2309,Ulsan Hyundai Horang-i,FC Anyang (casa),74.3,51.0,38.0,40.0,3.98,2.08,22/24,-91.1,2026-08-02T10:30:00Z,135.5,in_season
