player_slug,player_name,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
colin-coosemans,Colin Coosemans,jupiler-pro-league,misto,0.5049,RSC Anderlecht,Hammarby IF (casa),35.0,36.0,38.0,46.0,2.79,3.07,18/20,9.01,2026-07-30T18:30:00Z,71.5,classic
