player_slug,player_name,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
raphael-sallinger,Raphael Sallinger,premiership-gb-sct,misto,0.588,Hibernian FC,Ujvara e Malishevës (casa),35.0,40.0,47.0,50.0,3.69,15.37,84/86,75.99,2026-07-30T19:00:00Z,128.1,classic
callum-mcgregor,Callum McGregor,premiership-gb-sct,misto,0.5779,Celtic FC,Dundee FC (casa),60.0,50.0,52.0,56.0,1.08,19.39,65/67,94.43,2026-08-03T18:30:00Z,223.7,classic
daniel-neill,Daniel Neil,premiership-gb-sct,misto,0.5665,Rangers FC,Dundee United FC (trasferta),35.1,38.0,40.0,40.0,3.26,10.83,46/48,69.89,2026-07-31T19:00:00Z,152.0,in_season
thelo-aasgaard,Thelonious Aasgaard,premiership-gb-sct,misto,0.5626,Rangers FC,Dundee United FC (trasferta),0.0,81.0,58.0,52.0,1.0,15.52,48/50,93.56,2026-07-31T19:00:00Z,152.1,classic
liam-scales,Liam Scales,premiership-gb-sct,misto,0.5049,Celtic FC,Dundee FC (casa),34.36,47.0,48.0,53.0,1.5,20.0,52/54,92.5,2026-08-03T18:30:00Z,223.6,classic
