player_slug,player_name,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
dominik-greif,Dominik Greif,ligue-1-fr,misto,0.2153,Olympique Lyonnais,AC Sparta Praha (trasferta),22.7,44.0,52.0,57.0,10.5,10.21,50/52,-2.86,2026-08-04T00:00:00Z,173.0,classic
