player_slug,player_name,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
raphael-sallinger,Raphael Sallinger,premiership-gb-sct,misto,0.4696,Hibernian FC,Ujvara e Malishevës (casa),35.0,40.0,47.0,50.0,3.62,3.44,75/77,-5.5,2026-07-30T19:00:00Z,72.0,classic
alexander-paulsen,Alexander Paulsen,premiership-gb-sct,misto,0.4347,Motherwell FC,HB Tórshavn (trasferta),60.0,36.0,37.0,37.0,10.95,7.95,35/37,-37.69,2026-07-30T17:00:00Z,70.0,classic
maksymilian-stryjek,Maksymilian Stryjek,premiership-gb-sct,misto,0.3099,Kilmarnock FC,Saint Johnstone FC (trasferta),45.4,57.0,59.0,56.0,3.16,3.48,46/48,9.34,2026-08-02T13:00:00Z,138.0,classic
