Consiglio centrocampisti — 2026-07-25 17:43Z

1) jack-mcglynn: 91 pt (67-115)
2) marcel-hartel: 75 pt (47-102)
3) yannick-bright: 74 pt (57-91)
4) carles-gil-de-pareja-vicent: 67 pt (43-91)
5) sebastian-berhalter: 63 pt (39-87)
6) anders-dreyer: 62 pt (36-88)
7) nicolas-fernandez-mercau: 61 pt (40-83)
8) albert-rusnak: 60 pt (42-79)
9) mathieu-choiniere: 57 pt (35-80)
10) adrian-andres-cubas: 56 pt (34-79)
11) chris-durkin: 55 pt (31-80)
12) nick-fernandez: 55 pt (52-59)
13) marky-delgado: 51 pt (31-70)
14) pep-biel-mas-jaume: 50 pt (22-77)
15) hany-mukhtar: 49 pt (23-76)
16) beau-leroux: 48 pt (29-67)
17) onni-valakari: 48 pt (20-76)
18) paxten-aaronson: 45 pt (24-66)
19) jeppe-tverskov: 44 pt (11-77)
20) edvard-sandvik-tagseth: 43 pt (24-61)
21) hassani-dotson: 42 pt (18-66)
22) emil-forsberg: 39 pt (20-58)
23) matt-polster: 39 pt (28-51)
24) matthew-james-corcoran: 37 pt (22-51)
25) david-ruiz-2004-02-08: 34 pt (11-56)
26) aleksey-miranchuk: 25 pt (4-46)
27) anton-saletros: 23 pt (7-38)
28) shakur-mohammed: 19 pt (1-36)

(5 esclusi/non disponibili questa giornata)
