player_slug,player_name,link_sorare,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,trend_recente,media_transazioni_recente_eur,media_transazioni_storica_eur,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
anderson-de-oliveira-da-silva,Anderson Oliveira,https://sorare.com/it/football/players/anderson-de-oliveira-da-silva,k-league-1,in season,0.5261,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),43.5,54.0,53.0,48.0,3.49,3.66,27/29,4.77,down,2.75,3.74,2026-08-01T10:30:00Z,72.9,in_season
marko-tuci,TUCI,https://sorare.com/it/football/players/marko-tuci,k-league-1,in season,0.5061,Gangwon FC,Bucheon FC 1995 (casa),0.0,54.0,61.0,55.0,2.19,3.06,15/17,28.48,down,2.07,3.29,2026-08-01T10:30:00Z,72.9,in_season
ho-jin-kim,Kim Ho-Jin,https://sorare.com/it/football/players/ho-jin-kim,k-league-1,in season,0.5014,Pohang Steelers FC,Gimcheon Sangmu (casa),44.22,47.0,57.0,57.0,1.74,1.59,14/16,-9.68,down,1.18,1.62,2026-08-01T10:30:00Z,72.9,in_season
jakob-tranziska,Jakob Tranziska,https://sorare.com/it/football/players/jakob-tranziska,k-league-1,in season,0.4983,Pohang Steelers FC,Gimcheon Sangmu (casa),48.4,62.0,53.0,47.0,4.19,3.85,14/16,-8.73,flat,3.87,3.85,2026-08-01T10:30:00Z,72.9,in_season
sung-yun-gu,GU SUNG YUN,https://sorare.com/it/football/players/sung-yun-gu,k-league-1,classic,0.489,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),25.4,51.0,51.0,49.0,3.7,3.71,19/21,0.18,down,3.15,3.74,2026-08-01T10:30:00Z,72.9,classic
seung-seop-kim,Kim Seung-Sub,https://sorare.com/it/football/players/seung-seop-kim,k-league-1,in season,0.4466,Jeonbuk Hyundai Motors FC,FC Seoul (casa),36.5,38.0,42.0,47.0,1.0,0.88,19/21,-14.05,flat,0.85,0.88,2026-08-01T10:30:00Z,72.9,in_season
cheong-hyo-park,Park Cheong-Hyo,https://sorare.com/it/football/players/cheong-hyo-park,k-league-1,in season,0.446,Gangwon FC,Bucheon FC 1995 (casa),28.4,49.0,58.0,51.0,10.05,8.82,27/29,-13.92,flat,9.26,8.53,2026-08-01T10:30:00Z,72.9,in_season
seung-mo-lee,Lee Seung-Mo,https://sorare.com/it/football/players/seung-mo-lee,k-league-1,in season,0.4415,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),28.1,38.0,45.0,46.0,1.03,0.94,16/18,-10.09,up,1.2,0.92,2026-08-01T10:30:00Z,72.9,in_season
dong-heon-kim,Kim Dong-Hyun,https://sorare.com/it/football/players/dong-heon-kim,k-league-1,in season,0.3085,Incheon United FC,Jeju SK FC (trasferta),39.6,51.0,51.0,49.0,4.23,5.88,14/16,28.04,,,5.88,2026-08-02T10:30:00Z,96.9,in_season
matheus-oliveira-santos,Matheus Oliveira,https://sorare.com/it/football/players/matheus-oliveira-santos,k-league-1,classic,0.2966,FC Anyang,Ulsan Hyundai Horang-i (trasferta),41.7,72.0,64.0,60.0,5.0,5.77,18/20,13.39,flat,5.77,5.77,2026-08-02T10:30:00Z,96.9,classic
seo-jae-min,Seo Jae-Min,https://sorare.com/it/football/players/seo-jae-min,k-league-1,in season,0.2905,Incheon United FC,Jeju SK FC (trasferta),60.6,59.0,60.0,56.0,6.06,6.45,14/16,5.97,flat,6.3,6.53,2026-08-02T10:30:00Z,96.9,in_season
matheus-oliveira-santos,Matheus Oliveira,https://sorare.com/it/football/players/matheus-oliveira-santos,k-league-1,in season,0.2841,FC Anyang,Ulsan Hyundai Horang-i (trasferta),41.7,72.0,64.0,60.0,11.28,14.03,25/27,19.6,down,11.12,14.46,2026-08-02T10:30:00Z,96.9,in_season
joo-yong-lee,Lee Ju-Yong,https://sorare.com/it/football/players/joo-yong-lee,k-league-1,in season,0.2785,Incheon United FC,Jeju SK FC (trasferta),50.62,57.0,57.0,56.0,2.69,3.15,15/17,14.74,down,2.48,3.45,2026-08-02T10:30:00Z,96.9,in_season
darijan-bojanic,Darijan Bojanić,https://sorare.com/it/football/players/darijan-bojanic,k-league-1,in season,0.2712,Ulsan Hyundai Horang-i,FC Anyang (casa),41.8,45.0,50.0,52.0,2.5,3.26,16/18,23.2,down,2.82,3.43,2026-08-02T10:30:00Z,96.9,in_season
dong-kyung-lee,Lee Dong-Gyeong,https://sorare.com/it/football/players/dong-kyung-lee,k-league-1,in season,0.2692,Ulsan Hyundai Horang-i,FC Anyang (casa),79.2,63.0,65.0,63.0,11.5,10.66,25/27,-7.9,up,12.11,9.59,2026-08-02T10:30:00Z,96.8,in_season
chang-min-lee,Lee Chang-Min,https://sorare.com/it/football/players/chang-min-lee,k-league-1,in season,0.2472,Jeju SK FC,Incheon United FC (casa),38.7,61.0,57.0,53.0,2.78,2.87,13/15,3.14,flat,2.85,2.87,2026-08-02T10:30:00Z,96.9,in_season
chang-geun-lee,Lee Chang-Geun,https://sorare.com/it/football/players/chang-geun-lee,k-league-1,in season,0.2451,Daejeon Citizen FC,Gwangju FC (casa),27.1,49.0,49.0,49.0,4.2,4.67,15/17,10.12,flat,4.77,4.63,2026-08-02T10:30:00Z,96.9,in_season
kim-gun-hee,Kim Geon-Hui,https://sorare.com/it/football/players/kim-gun-hee,k-league-1,in season,0.2377,Incheon United FC,Jeju SK FC (trasferta),62.36,71.0,65.0,60.0,9.0,8.02,20/22,-12.23,flat,8.53,7.86,2026-08-02T10:30:00Z,96.9,in_season
dong-jun-kim,Kim Dong-Jun,https://sorare.com/it/football/players/dong-jun-kim,k-league-1,in season,0.2334,Jeju SK FC,Incheon United FC (casa),55.0,51.0,48.0,52.0,3.2,3.03,16/18,-5.55,flat,3.08,3.02,2026-08-02T10:30:00Z,96.9,in_season
hyun-woo-cho,Jo Hyeon-Woo,https://sorare.com/it/football/players/hyun-woo-cho,k-league-1,classic,0.2322,Ulsan Hyundai Horang-i,FC Anyang (casa),60.0,47.0,51.0,51.0,1.39,1.31,21/23,-6.38,up,1.47,1.23,2026-08-02T10:30:00Z,96.8,classic
yago-cariello-ribeiro,YAGO,https://sorare.com/it/football/players/yago-cariello-ribeiro,k-league-1,in season,0.2269,Ulsan Hyundai Horang-i,FC Anyang (casa),63.1,58.0,49.0,55.0,2.8,2.5,18/20,-12.12,flat,2.58,2.45,2026-08-02T10:30:00Z,96.8,in_season
julien-celestine,Julien Célestine,https://sorare.com/it/football/players/julien-celestine,k-league-1,in season,0.2128,Jeju SK FC,Incheon United FC (casa),0.0,65.0,55.0,58.0,2.04,2.5,16/18,18.4,down,2.02,2.57,2026-08-02T10:30:00Z,96.9,in_season
juan-fernandez-blanco,Juan Ibiza,https://sorare.com/it/football/players/juan-fernandez-blanco,k-league-1,in season,0.1882,Incheon United FC,Jeju SK FC (trasferta),32.66,53.0,59.0,53.0,4.69,4.26,16/18,-10.17,flat,4.34,4.25,2026-08-02T10:30:00Z,96.9,in_season
bum-keun-song,SONG BUMKEUN,https://sorare.com/it/football/players/bum-keun-song,k-league-1,in season,0.148,Jeonbuk Hyundai Motors FC,FC Seoul (casa),76.6,63.0,66.0,59.0,8.75,7.28,30/32,-20.18,up,8.63,6.84,2026-08-01T10:30:00Z,72.9,in_season
gi-hyuk-lee,Lee Gi-Hyeok,https://sorare.com/it/football/players/gi-hyuk-lee,k-league-1,classic,0.1446,Gangwon FC,Bucheon FC 1995 (casa),78.3,79.0,68.0,62.0,4.88,3.89,19/21,-25.63,up,4.37,3.82,2026-08-01T10:30:00Z,72.9,classic
jin-su-kim,Kim Jin-Su,https://sorare.com/it/football/players/jin-su-kim,k-league-1,in season,0.1289,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),53.84,52.0,55.0,57.0,3.16,2.33,14/16,-35.58,flat,2.23,2.35,2026-08-01T10:30:00Z,72.9,in_season
morgan-ferrier,Morgan Ferrier,https://sorare.com/it/football/players/morgan-ferrier,k-league-1,in season,0.0611,Incheon United FC,Jeju SK FC (trasferta),75.9,53.0,52.0,52.0,3.61,3.04,14/16,-18.64,up,3.53,2.89,2026-08-02T10:30:00Z,96.9,in_season
dong-kyung-lee,Lee Dong-Gyeong,https://sorare.com/it/football/players/dong-kyung-lee,k-league-1,classic,0.0534,Ulsan Hyundai Horang-i,FC Anyang (casa),79.2,63.0,65.0,63.0,4.44,3.43,14/16,-29.64,up,3.79,3.31,2026-08-02T10:30:00Z,96.8,classic
erick-samuel-correa-farias,Erick Farias,https://sorare.com/it/football/players/erick-samuel-correa-farias,k-league-1,in season,0.0469,Ulsan Hyundai Horang-i,FC Anyang (casa),74.3,59.0,42.0,44.0,3.7,2.24,20/22,-65.01,up,3.65,2.01,2026-08-02T10:30:00Z,96.8,in_season
hyun-woo-cho,Jo Hyeon-Woo,https://sorare.com/it/football/players/hyun-woo-cho,k-league-1,in season,0.0399,Ulsan Hyundai Horang-i,FC Anyang (casa),60.0,47.0,51.0,51.0,4.73,3.62,21/23,-30.64,up,4.13,3.54,2026-08-02T10:30:00Z,96.8,in_season
