player_slug,player_name,link_sorare,league_slug,tipo_carta,potenziale_score,squadra,prossimo_avversario,ultima_partita_score,l5,l10,l40,min_attuale_eur,media_transazioni_7gg_trimmed_eur,n_transazioni_usate,sconto_percent,trend_recente,media_transazioni_recente_eur,media_transazioni_storica_eur,prossima_partita_data,ore_alla_partita,ultimo_tipo_evento
dae-won-kim,Kim Dae-Won,https://sorare.com/it/football/players/dae-won-kim,k-league-1,in season,0.6644,Gangwon FC,Bucheon FC 1995 (casa),87.7,67.0,65.0,55.0,10.96,13.7,17/19,19.97,flat,12.96,14.34,2026-08-01T10:30:00Z,72.9,in_season
seung-won-jung,Jeong Seung-Won,https://sorare.com/it/football/players/seung-won-jung,k-league-1,in season,0.6298,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),70.3,72.0,60.0,48.0,6.1,7.38,26/28,17.36,flat,6.88,7.53,2026-08-01T10:30:00Z,72.9,in_season
patryk-klimala,Patryk Klimala,https://sorare.com/it/football/players/patryk-klimala,k-league-1,in season,0.6214,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),38.2,55.0,48.0,49.0,1.75,4.9,15/17,64.22,down,2.02,5.6,2026-08-01T10:30:00Z,72.9,in_season
juan-antonio-ros-martinez,Ros,https://sorare.com/it/football/players/juan-antonio-ros-martinez,k-league-1,in season,0.6071,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),59.18,60.0,55.0,57.0,2.86,4.37,15/17,34.51,down,3.16,4.87,2026-08-01T10:30:00Z,72.9,in_season
ho-jae-lee,Lee Ho-Jae,https://sorare.com/it/football/players/ho-jae-lee,k-league-1,in season,0.588,Pohang Steelers FC,Gimcheon Sangmu (casa),48.2,46.0,47.0,53.0,2.0,3.27,21/23,38.84,down,2.61,3.34,2026-08-01T10:30:00Z,72.9,in_season
hrvoje-babec,Hrvoje Babec,https://sorare.com/it/football/players/hrvoje-babec,k-league-1,in season,0.578,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),48.2,48.0,54.0,49.0,2.3,3.37,19/21,31.83,down,2.43,3.8,2026-08-01T10:30:00Z,72.9,in_season
jae-hyun-mo,Mo Jae-Hyeon,https://sorare.com/it/football/players/jae-hyun-mo,k-league-1,in season,0.5725,Gangwon FC,Bucheon FC 1995 (casa),0.0,50.0,51.0,52.0,1.0,1.53,15/17,34.81,flat,1.45,1.58,2026-08-01T10:30:00Z,72.9,in_season
gi-hyuk-lee,Lee Gi-Hyeok,https://sorare.com/it/football/players/gi-hyuk-lee,k-league-1,in season,0.5676,Gangwon FC,Bucheon FC 1995 (casa),78.3,79.0,68.0,62.0,11.5,10.92,28/30,-5.28,up,12.01,10.58,2026-08-01T10:30:00Z,72.9,in_season
joon-hyuck-kang,Kang Joon-Hyuck,https://sorare.com/it/football/players/joon-hyuck-kang,k-league-1,in season,0.5497,Gangwon FC,Bucheon FC 1995 (casa),47.72,63.0,70.0,56.0,10.5,10.95,18/20,4.11,flat,11.5,10.86,2026-08-01T10:30:00Z,72.9,in_season
dae-won-kim,Kim Dae-Won,https://sorare.com/it/football/players/dae-won-kim,k-league-1,classic,0.5393,Gangwon FC,Bucheon FC 1995 (casa),87.7,67.0,65.0,55.0,4.6,4.07,30/32,-13.15,up,5.14,3.85,2026-08-01T10:30:00Z,72.9,classic
sung-yun-gu,GU SUNG YUN,https://sorare.com/it/football/players/sung-yun-gu,k-league-1,in season,0.5357,FC Seoul,Jeonbuk Hyundai Motors FC (trasferta),25.4,51.0,51.0,49.0,5.83,7.97,13/15,26.86,down,6.4,8.9,2026-08-01T10:30:00Z,72.9,in_season
jin-gyu-kim,KIM JIN-GYU,https://sorare.com/it/football/players/jin-gyu-kim,k-league-1,in season,0.5309,Jeonbuk Hyundai Motors FC,FC Seoul (casa),39.4,54.0,55.0,55.0,5.26,5.84,17/19,9.91,down,4.78,5.98,2026-08-01T10:30:00Z,72.9,in_season
